0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,1.37,2.71,3.77,5.42,7.61,15.56,9.39,13.25,22.97,51.1,44.67,42.41,63.97,79.55,72.84,72.76,73.1,80.1,118.6,116.0,112.4,108.6,121.5,148.2,175.8,171.4,182.8,214.8,228.6,309.2,192.0,109.2,87.0,74.13,107.5,124.0,126.8,102.4,111.7,96.2,96.1,89.3,76.8,82.6,81.8,75.75,63.75,62.09,51.92,39.15,28.05,19.2,8.43,2.66,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,3.57,9.04,15.36,20.38,24.42,28.09,31.54,34.35,37.37,80.6,141.7,160.6,180.1,199.1,216.4,232.4,247.6,261.8,274.4,286.5,297.7,307.3,316.5,324.0,329.8,334.9,337.4,338.0,333.7,339.1,337.3,333.0,327.2,319.4,310.5,301.1,291.9,279.3,266.1,253.7,238.2,220.7,201.7,182.1,164.7,146.2,123.9,103.6,86.0,65.11,24.18,14.75,8.53,3.81,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.25,4.78,8.93,12.89,18.13,23.25,28.01,33.25,36.76,39.55,84.8,147.6,166.6,186.8,205.5,220.5,235.5,243.6,257.6,271.9,284.7,286.1,297.1,312.6,326.3,332.4,328.5,352.6,345.5,350.9,301.7,283.5,323.5,320.0,316.5,307.6,303.0,284.2,275.0,265.4,252.2,236.2,219.2,201.7,184.6,164.1,144.2,126.4,106.8,87.1,64.03,19.69,14.82,10.74,5.62,1.46,0.01,0.01,0.01,0.0,0.0,0.52,0.43,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,1.1,3.77,8.59,16.39,25.7,39.23,54.12,65.02,79.08,95.6,107.3,129.2,204.7,228.6,165.1,198.4,271.4,278.8,264.3,201.6,198.0,219.2,213.1,189.6,182.8,180.3,178.9,187.6,201.3,188.4,195.1,287.4,193.3,188.7,163.2,161.8,190.4,175.3,187.5,90.9,101.3,183.0,221.6,212.3,189.1,170.8,152.3,131.4,111.3,91.2,70.57,25.26,16.06,11.56,6.4,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.67,4.6,9.66,15.74,21.25,26.25,30.1,34.4,37.26,41.36,89.5,143.3,163.7,173.9,193.4,214.6,229.5,247.6,265.2,277.9,291.6,303.1,312.6,322.0,328.6,333.8,338.6,342.4,344.4,345.7,344.4,339.9,340.0,335.7,329.4,322.6,313.5,302.0,289.4,276.4,262.4,247.2,222.7,213.4,193.6,173.4,144.8,134.3,113.3,80.3,66.43,25.11,17.78,13.97,7.58,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.01,7.26,8.46,16.14,22.69,28.46,32.37,38.84,39.58,39.34,48.62,60.67,68.18,76.15,73.96,52.56,36.56,33.28,28.1,38.84,73.89,80.7,80.4,58.63,46.54,65.39,48.2,46.68,122.4,124.8,198.0,207.0,242.2,289.5,297.4,220.9,252.8,241.5,161.9,214.0,245.6,220.0,146.6,110.7,105.7,107.9,108.9,86.4,62.44,53.69,44.35,32.04,17.58,15.36,8.86,2.47,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.08,0.19,0.01,0.43,0.8,0.7,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,1.4,5.12,10.18,9.22,9.4,11.71,12.51,13.81,10.16,10.15,12.75,16.72,29.21,59.56,73.08,46.9,143.4,120.4,74.32,41.39,95.0,143.5,192.1,158.7,197.7,319.6,192.2,210.6,155.4,167.4,188.1,209.4,242.6,200.8,151.3,146.9,143.3,129.2,106.7,97.9,72.2,38.37,62.74,47.92,25.88,24.74,20.08,17.18,11.65,7.18,3.5,1.22,2.23,1.81,0.46,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,1.36,1.18,0.58,0.07,0.0,0.0,0.34,0.55,0.0,0.0,0.0,0.0,0.26,1.21,1.15,0.77,0.36,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.0,0.01,0.01
0.01,0.01,0.02,0.02,0.02,1.06,1.32,0.07,0.07,0.27,0.35,0.76,0.03,0.02,0.02,0.02,0.41,0.08,0.06,0.12,0.97,0.25,0.05,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.01,0.02,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.63,1.13,9.12,7.08,3.98,20.76,24.19,6.0,26.56,80.6,92.9,143.7,117.8,15.46,8.9,45.56,54.81,107.2,42.84,16.91,66.37,202.6,242.4,186.7,126.3,348.0,114.7,124.7,198.9,52.73,130.0,183.8,43.59,23.52,119.5,75.57,183.8,44.53,86.8,103.3,208.0,185.0,112.0,113.4,102.7,68.85,66.56,47.57,40.42,28.49,26.28,21.73,18.97,11.33,5.3,2.77,0.8,0.08,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.01,0.01,0.01,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.05,0.07,0.02,0.02,0.01,0.01,0.01,0.01,0.01
0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.82,4.27,10.36,15.74,25.23,29.24,32.32,33.49,38.55,39.64,120.5,152.1,167.7,176.3,208.7,225.0,242.8,257.8,272.4,285.1,297.9,308.8,319.1,328.5,336.1,342.8,347.9,351.3,353.2,349.3,342.8,347.0,344.7,338.4,317.7,322.8,320.2,311.3,298.6,290.8,283.7,269.9,247.6,222.9,201.3,186.0,167.2,145.3,105.7,92.5,57.01,60.1,27.69,21.34,12.3,4.47,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,1.81,2.65,8.07,11.32,12.02,12.11,14.07,27.88,36.39,26.38,22.56,26.15,29.69,24.27,57.78,81.1,108.0,114.8,90.3,208.0,240.4,212.3,259.8,190.5,159.5,106.7,199.4,186.7,167.6,151.1,124.0,131.8,96.5,100.9,162.0,226.2,235.3,337.6,416.7,200.4,132.3,205.2,233.7,70.44,79.52,73.85,72.08,105.6,96.2,46.56,26.52,18.74,18.18,11.86,4.77,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
